company,observation_id,metric,component,value,unit,period,boundary,geography,source_url,source_locator,evidence_status,assurance,caveat,full_record_file
microsoft,MSFT-04,Scope 3 GHGP category inventory,categories.6_business_travel,239000,tCO2e,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=3,Table 1A; methodology pp12–17,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.","Nearest 1,000 tonnes. Category 8 included in Scope1/2; 10/14/15 considered not relevant. Categories 1/2 include LCA and supplier/spend estimates. Cat11 is lifetime use of products sold in year, not necessarily one year of operation. Rounded components sum to reported total.",microsoft-footprint.json
microsoft,MSFT-04,Scope 3 GHGP category inventory,categories.7_employee_commuting,284000,tCO2e,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=3,Table 1A; methodology pp12–17,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.","Nearest 1,000 tonnes. Category 8 included in Scope1/2; 10/14/15 considered not relevant. Categories 1/2 include LCA and supplier/spend estimates. Cat11 is lifetime use of products sold in year, not necessarily one year of operation. Rounded components sum to reported total.",microsoft-footprint.json
microsoft,MSFT-04,Scope 3 GHGP category inventory,categories.9_downstream_transport_distribution,86000,tCO2e,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=3,Table 1A; methodology pp12–17,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.","Nearest 1,000 tonnes. Category 8 included in Scope1/2; 10/14/15 considered not relevant. Categories 1/2 include LCA and supplier/spend estimates. Cat11 is lifetime use of products sold in year, not necessarily one year of operation. Rounded components sum to reported total.",microsoft-footprint.json
microsoft,MSFT-04,Scope 3 GHGP category inventory,categories.11_use_sold_products,1540000,tCO2e,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=3,Table 1A; methodology pp12–17,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.","Nearest 1,000 tonnes. Category 8 included in Scope1/2; 10/14/15 considered not relevant. Categories 1/2 include LCA and supplier/spend estimates. Cat11 is lifetime use of products sold in year, not necessarily one year of operation. Rounded components sum to reported total.",microsoft-footprint.json
microsoft,MSFT-04,Scope 3 GHGP category inventory,categories.12_end_of_life_sold_products,3000,tCO2e,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=3,Table 1A; methodology pp12–17,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.","Nearest 1,000 tonnes. Category 8 included in Scope1/2; 10/14/15 considered not relevant. Categories 1/2 include LCA and supplier/spend estimates. Cat11 is lifetime use of products sold in year, not necessarily one year of operation. Rounded components sum to reported total.",microsoft-footprint.json
microsoft,MSFT-04,Scope 3 GHGP category inventory,categories.13_downstream_leased_assets,6000,tCO2e,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=3,Table 1A; methodology pp12–17,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.","Nearest 1,000 tonnes. Category 8 included in Scope1/2; 10/14/15 considered not relevant. Categories 1/2 include LCA and supplier/spend estimates. Cat11 is lifetime use of products sold in year, not necessarily one year of operation. Rounded components sum to reported total.",microsoft-footprint.json
microsoft,MSFT-05,Alternative reported totals,GHGP_scope1_2MB_3,21121000,tCO2e,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=4,Tables 1A p3 and 1B p4,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.","Use GHGP table1A as primary baseline. Management criteria have distinct treatment for fuel certificates, aviation effects and downstream renewable electricity. Difference 831,000 tonnes is not an additional physical reduction opportunity. Cat6 gross under management criteria is 276,000, versus GHGP 239,000; do not treat every difference as a certificate subtraction. Crucially p16: management Category11 uses all active Surface/Xbox devices during FY25 (annual telemetry and extrapolation), while GHGP Category11 estimates lifetime use of devices sold in FY25. Third-party devices running Microsoft software are excluded in both. Thus totals differ in service cohort/time boundary, not just renewable procurement.",microsoft-footprint.json
microsoft,MSFT-05,Alternative reported totals,management_criteria_scope1_2MB_3,20290000,tCO2e,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=4,Tables 1A p3 and 1B p4,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.","Use GHGP table1A as primary baseline. Management criteria have distinct treatment for fuel certificates, aviation effects and downstream renewable electricity. Difference 831,000 tonnes is not an additional physical reduction opportunity. Cat6 gross under management criteria is 276,000, versus GHGP 239,000; do not treat every difference as a certificate subtraction. Crucially p16: management Category11 uses all active Surface/Xbox devices during FY25 (annual telemetry and extrapolation), while GHGP Category11 estimates lifetime use of devices sold in FY25. Third-party devices running Microsoft software are excluded in both. Thus totals differ in service cohort/time boundary, not just renewable procurement.",microsoft-footprint.json
microsoft,MSFT-05,Alternative reported totals,management_scope3,17412000,tCO2e,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=4,Tables 1A p3 and 1B p4,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.","Use GHGP table1A as primary baseline. Management criteria have distinct treatment for fuel certificates, aviation effects and downstream renewable electricity. Difference 831,000 tonnes is not an additional physical reduction opportunity. Cat6 gross under management criteria is 276,000, versus GHGP 239,000; do not treat every difference as a certificate subtraction. Crucially p16: management Category11 uses all active Surface/Xbox devices during FY25 (annual telemetry and extrapolation), while GHGP Category11 estimates lifetime use of devices sold in FY25. Third-party devices running Microsoft software are excluded in both. Thus totals differ in service cohort/time boundary, not just renewable procurement.",microsoft-footprint.json
microsoft,MSFT-05,Alternative reported totals,management_cat4,743000,tCO2e,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=4,Tables 1A p3 and 1B p4,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.","Use GHGP table1A as primary baseline. Management criteria have distinct treatment for fuel certificates, aviation effects and downstream renewable electricity. Difference 831,000 tonnes is not an additional physical reduction opportunity. Cat6 gross under management criteria is 276,000, versus GHGP 239,000; do not treat every difference as a certificate subtraction. Crucially p16: management Category11 uses all active Surface/Xbox devices during FY25 (annual telemetry and extrapolation), while GHGP Category11 estimates lifetime use of devices sold in FY25. Third-party devices running Microsoft software are excluded in both. Thus totals differ in service cohort/time boundary, not just renewable procurement.",microsoft-footprint.json
microsoft,MSFT-05,Alternative reported totals,management_cat6,202000,tCO2e,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=4,Tables 1A p3 and 1B p4,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.","Use GHGP table1A as primary baseline. Management criteria have distinct treatment for fuel certificates, aviation effects and downstream renewable electricity. Difference 831,000 tonnes is not an additional physical reduction opportunity. Cat6 gross under management criteria is 276,000, versus GHGP 239,000; do not treat every difference as a certificate subtraction. Crucially p16: management Category11 uses all active Surface/Xbox devices during FY25 (annual telemetry and extrapolation), while GHGP Category11 estimates lifetime use of devices sold in FY25. Third-party devices running Microsoft software are excluded in both. Thus totals differ in service cohort/time boundary, not just renewable procurement.",microsoft-footprint.json
microsoft,MSFT-05,Alternative reported totals,management_cat11,826000,tCO2e,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=4,Tables 1A p3 and 1B p4,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.","Use GHGP table1A as primary baseline. Management criteria have distinct treatment for fuel certificates, aviation effects and downstream renewable electricity. Difference 831,000 tonnes is not an additional physical reduction opportunity. Cat6 gross under management criteria is 276,000, versus GHGP 239,000; do not treat every difference as a certificate subtraction. Crucially p16: management Category11 uses all active Surface/Xbox devices during FY25 (annual telemetry and extrapolation), while GHGP Category11 estimates lifetime use of devices sold in FY25. Third-party devices running Microsoft software are excluded in both. Thus totals differ in service cohort/time boundary, not just renewable procurement.",microsoft-footprint.json
microsoft,MSFT-06,Energy consumption,total,37461476,MWh,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=6,Table 5,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.",Total = fuels + electricity + chilled water + steam. Subcategories overlap parent totals. Renewable matching excludes grid renewable share and differs from 100% direct renewable target metric. Annual matching is not hourly zero-carbon electricity.,microsoft-footprint.json
microsoft,MSFT-06,Energy consumption,electricity,37026353,MWh,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=6,Table 5,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.",Total = fuels + electricity + chilled water + steam. Subcategories overlap parent totals. Renewable matching excludes grid renewable share and differs from 100% direct renewable target metric. Annual matching is not hourly zero-carbon electricity.,microsoft-footprint.json
microsoft,MSFT-06,Energy consumption,nonrenewable_fuel,422103,MWh,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=6,Table 5,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.",Total = fuels + electricity + chilled water + steam. Subcategories overlap parent totals. Renewable matching excludes grid renewable share and differs from 100% direct renewable target metric. Annual matching is not hourly zero-carbon electricity.,microsoft-footprint.json
microsoft,MSFT-06,Energy consumption,natural_gas,73445,MWh,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=6,Table 5,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.",Total = fuels + electricity + chilled water + steam. Subcategories overlap parent totals. Renewable matching excludes grid renewable share and differs from 100% direct renewable target metric. Annual matching is not hourly zero-carbon electricity.,microsoft-footprint.json
microsoft,MSFT-06,Energy consumption,diesel,253236,MWh,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=6,Table 5,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.",Total = fuels + electricity + chilled water + steam. Subcategories overlap parent totals. Renewable matching excludes grid renewable share and differs from 100% direct renewable target metric. Annual matching is not hourly zero-carbon electricity.,microsoft-footprint.json
microsoft,MSFT-06,Energy consumption,LPG_propane_jet_fuel,59970,MWh,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=6,Table 5,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.",Total = fuels + electricity + chilled water + steam. Subcategories overlap parent totals. Renewable matching excludes grid renewable share and differs from 100% direct renewable target metric. Annual matching is not hourly zero-carbon electricity.,microsoft-footprint.json
microsoft,MSFT-06,Energy consumption,gasoline,35452,MWh,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=6,Table 5,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.",Total = fuels + electricity + chilled water + steam. Subcategories overlap parent totals. Renewable matching excludes grid renewable share and differs from 100% direct renewable target metric. Annual matching is not hourly zero-carbon electricity.,microsoft-footprint.json
microsoft,MSFT-06,Energy consumption,chilled_water,2313,MWh,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=6,Table 5,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.",Total = fuels + electricity + chilled water + steam. Subcategories overlap parent totals. Renewable matching excludes grid renewable share and differs from 100% direct renewable target metric. Annual matching is not hourly zero-carbon electricity.,microsoft-footprint.json
